Sample 10476 of the training set: {'input_ids': [0, 133, 3097, 3978, 5, 165, 14, 5, 165, 21, 15, 759, 508, 4, 50118, 894, 2002, 5, 165, 7, 422, 15491, 7, 1532, 61, 2433, 58, 5, 144, 505, 4, 50118, 133, 3097, 2327, 14, 5, 695, 21, 164, 88, 10, 319, 9, 430, 4, 50118, 894, 67, 2327, 14, 24, 74, 28, 769, 12, 1902, 2340, 1938, 14, 51, 956, 7, 1477, 819, 15, 99, 51, 222, 45, 14518, 4, 2, 2, 0, 2264, 222, 5, 3097, 206, 59, 5, 26794, 13433, 9, 5, 695, 116, 47385, 2, 0, 44385, 211, 35, 235, 479, 5143, 2156, 24, 630, 75, 173, 479, 407, 2156, 11, 10, 169, 2156, 14, 128, 29, 2156, 47, 216, 2156, 14, 128, 29, 2345, 9, 5, 7353, 631, 16, 14, 190, 2156, 224, 15, 5, 709, 278, 2682, 14, 52, 794, 2156, 5, 2156, 37463, 2156, 5, 1530, 14, 2156, 37463, 2156, 14, 22202, 26591, 21, 562, 77, 8348, 66, 5, 275, 881, 1530, 2156, 25522, 31375, 1536, 9834, 24303, 24, 21, 95, 25522, 417, 32062, 6920, 254, 24303, 47, 216, 2156, 24, 938, 75, 205, 615, 13, 25522, 417, 32062, 6920, 254, 24303, 13, 25522, 44970, 24303, 10, 25522, 417, 32062, 6920, 254, 24303, 10, 25522, 417, 32062, 6920, 254, 24303, 13, 10, 588, 467, 479, 2, 0, 17297, 495, 83, 35, 256, 5471, 479, 256, 119, 111, 1368, 5471, 479, 2, 0, 44385, 211, 35, 370, 25522, 417, 32062, 6920, 254, 24303, 47, 25522, 417, 32062, 6920, 254, 24303, 47, 2156, 25522, 31375, 1536, 9834, 24303, 7252, 407, 2156, 37463, 2156, 52, 202, 33, 2682, 7, 109, 479, 2, 0, 17297, 495, 83, 35, 8976, 479, 2, 0, 44385, 211, 35, 23129, 2156, 8, 2156, 37463, 38, 218, 75, 216, 407, 2156, 546, 23, 5, 414, 2156, 147, 2156, 47, 216, 25522, 417, 32062, 6920, 254, 24303, 99, 128, 29, 5, 25522, 417, 32062, 6920, 254, 24303, 99, 128, 29, 25522, 417, 32062, 6920, 254, 24303, 99, 128, 29, 3553, 99, 128, 29, 26293, 939, 364, 11380, 2156, 38, 206, 14, 128, 29, 25522, 417, 32062, 6920, 254, 24303, 14, 128, 29, 10, 205, 631, 479, 8901, 10, 143, 47, 33, 143, 4312, 59, 99, 1493, 25522, 31375, 1536, 9834, 24303, 1423, 47, 128, 241, 2053, 14, 47, 399, 75, 120, 7, 14, 47, 74, 101, 7, 109, 114, 47, 56, 55, 86, 17487, 23129, 2, 0, 17297, 495, 381, 35, 5534, 2156, 856, 10, 319, 9, 631, 479, 3047, 52, 667, 10, 319, 9, 579, 25522, 44970, 24303, 631, 2156, 8, 52, 630, 75, 173, 2156, 25522, 31375, 1536, 9834, 24303, 52, 3438, 209, 479, 5359, 25522, 31375, 1536, 9834, 24303, 52, 667, 456, 19, 5, 33087, 25911, 1905, 479, 38, 218, 75, 216, 2230, 142, 52, 1381, 25522, 417, 32062, 6920, 254, 24303, 52, 25522, 417, 32062, 6920, 254, 24303, 103, 25522, 417, 32062, 6920, 254, 24303, 65, 9280, 14, 630, 75, 173, 479, 12698, 2156, 18774, 24, 2156, 402, 25522, 44970, 24303, 38, 218, 75, 216, 2230, 2, 0, 44385, 211, 35, 256, 119, 111, 1368, 5471, 479, 2, 0, 2], 'attention_mask': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'labels': [-1, 0, 1, 5]}.
***** Running training *****
  Num examples = 10950
  Num Epochs = 5
  Instantaneous batch size per device = 2
  Total train batch size (w. parallel, distributed & accumulation) = 2
  Gradient Accumulation steps = 1
Loss at step 2330: 1.7663
Loss at step 2340: 1.0922
Loss at step 2350: 1.0412
Loss at step 2360: 1.6338
Loss at step 2370: 1.2846
Loss at step 2380: 1.4608
Loss at step 2390: 1.3333
Loss at step 2400: 2.5522
Loss at step 2410: 2.2713
Loss at step 2420: 1.2201
Loss at step 2430: 1.8531
Loss at step 2440: 0.8215
Loss at step 2450: 1.4818
Loss at step 2460: 1.1239
Loss at step 2470: 1.8036
Loss at step 2480: 1.4627
Loss at step 2490: 1.7700
Loss at step 2500: 2.0320
Loss at step 2510: 0.9214
Loss at step 2520: 1.4656
Loss at step 2530: 1.5904
Loss at step 2540: 1.0586
Loss at step 2550: 0.8314
Loss at step 2560: 1.9225
Loss at step 2570: 0.9181
Loss at step 2580: 1.9338
Loss at step 2590: 0.9666
Loss at step 2600: 1.0144
Loss at step 2610: 0.8703
Loss at step 2620: 0.9186
Loss at step 2630: 1.3417
Loss at step 2640: 1.5689
Loss at step 2650: 0.5972
Loss at step 2660: 1.2439
Loss at step 2670: 2.0284
Loss at step 2680: 1.8534
Loss at step 2690: 1.2238
Loss at step 2700: 1.2915
Loss at step 2710: 1.8601
Loss at step 2720: 0.9575
Loss at step 2730: 0.7860
Loss at step 2740: 0.7653
Loss at step 2750: 1.4557
Loss at step 2760: 1.6065
Loss at step 2770: 0.6943
Loss at step 2780: 2.3510
Loss at step 2790: 1.2952
Loss at step 2800: 0.8608
Loss at step 2810: 1.2722
Loss at step 2820: 0.8620
Loss at step 2830: 1.5140
Loss at step 2840: 3.2523
Loss at step 2850: 0.9654
Loss at step 2860: 1.5063
Loss at step 2870: 1.7595
Loss at step 2880: 0.9819
Loss at step 2890: 2.0697
Loss at step 2900: 2.0086
Loss at step 2910: 1.4204
Loss at step 2920: 1.2420
Loss at step 2930: 1.5461
Loss at step 2940: 1.2241
Loss at step 2950: 1.1336
Loss at step 2960: 1.1154
Loss at step 2970: 1.3980
Loss at step 2980: 0.9320
Loss at step 2990: 1.5270
Loss at step 3000: 1.5861
Loss at step 3010: 1.9389
Loss at step 3020: 1.8117
Loss at step 3030: 1.3427
Loss at step 3040: 0.7499
Loss at step 3050: 2.0977
Loss at step 3060: 1.0639
Loss at step 3070: 1.4891
Loss at step 3080: 1.2686
Loss at step 3090: 1.2319
Loss at step 3100: 2.2833
Loss at step 3110: 0.9507
Loss at step 3120: 1.5970
Loss at step 3130: 0.5191
Loss at step 3140: 1.0385
Loss at step 3150: 0.1885
Loss at step 3160: 2.1652
Loss at step 3170: 1.6310
Loss at step 3180: 2.0094
Loss at step 3190: 1.3449
Loss at step 3200: 1.8933
Loss at step 3210: 1.0740
Loss at step 3220: 1.7842
Loss at step 3230: 1.0144
Loss at step 3240: 1.1167
Loss at step 3250: 2.5867
Loss at step 3260: 1.2438
Loss at step 3270: 2.2563
Loss at step 3280: 1.7056
Loss at step 3290: 0.9578
Loss at step 3300: 0.9187
Loss at step 3310: 0.4840
Loss at step 3320: 1.2988
Loss at step 3330: 1.4961
Loss at step 3340: 2.0070
Loss at step 3350: 1.0892
Loss at step 3360: 1.2059
Loss at step 3370: 0.6108
Loss at step 3380: 1.4018
Loss at step 3390: 0.6818
Loss at step 3400: 1.6669
Loss at step 3410: 1.3455
Loss at step 3420: 1.2814
Loss at step 3430: 1.2674
Loss at step 3440: 1.7510
Loss at step 3450: 1.5106
Loss at step 3460: 0.6996
Loss at step 3470: 0.7265
Loss at step 3480: 1.0450
Loss at step 3490: 1.7853
Loss at step 3500: 1.0164
Loss at step 3510: 1.6564
Loss at step 3520: 1.5626
Loss at step 3530: 1.2265
Loss at step 3540: 0.8858
Loss at step 3550: 1.2289
Loss at step 3560: 1.4466
Loss at step 3570: 1.6267
Loss at step 3580: 0.6376
Loss at step 3590: 1.8330
Loss at step 3600: 1.1885
Loss at step 3610: 1.2761
Loss at step 3620: 1.2969
Loss at step 3630: 1.7593
Loss at step 3640: 0.8679
Loss at step 3650: 1.3885
Loss at step 3660: 1.2381
Loss at step 3670: 1.2915
Loss at step 3680: 1.0892
Loss at step 3690: 1.0086
Loss at step 3700: 0.7823
Loss at step 3710: 1.0409
Loss at step 3720: 0.7746
Loss at step 3730: 2.0562
Loss at step 3740: 1.0589
Loss at step 3750: 1.3726
Loss at step 3760: 1.4908
Loss at step 3770: 0.7717
Loss at step 3780: 0.6036
Loss at step 3790: 0.7656
Loss at step 3800: 2.6408
Loss at step 3810: 0.5060
Loss at step 3820: 1.7107
Loss at step 3830: 1.1700
Loss at step 3840: 0.8977
Loss at step 3850: 1.4354
Loss at step 3860: 0.4084
Loss at step 3870: 0.9068
Loss at step 3880: 1.1136
Loss at step 3890: 1.1953
Loss at step 3900: 1.4457
Loss at step 3910: 1.1123
Loss at step 3920: 1.5631
Loss at step 3930: 1.6362
Loss at step 3940: 0.5838
Loss at step 3950: 1.6461
Loss at step 3960: 1.4358
Loss at step 3970: 1.6026
Loss at step 3980: 1.3805
Loss at step 3990: 0.8699
Loss at step 4000: 0.5409
Loss at step 4010: 0.9185
Loss at step 4020: 0.7726
Loss at step 4030: 0.6038
Loss at step 4040: 1.0288
Loss at step 4050: 1.3628
Loss at step 4060: 1.1997
Loss at step 4070: 1.3482
Loss at step 4080: 1.3612
Loss at step 4090: 2.1750
Loss at step 4100: 0.9617
Loss at step 4110: 1.3677
Loss at step 4120: 2.4386
Loss at step 4130: 2.2050
Loss at step 4140: 0.9339
Loss at step 4150: 0.5382
Loss at step 4160: 1.5338
Loss at step 4170: 1.0250
Loss at step 4180: 1.3792
Loss at step 4190: 1.7133
Loss at step 4200: 0.5532
Loss at step 4210: 0.6086
Loss at step 4220: 0.9662
Loss at step 4230: 0.2013
Loss at step 4240: 1.7706
Loss at step 4250: 1.7741
Loss at step 4260: 1.2897
Loss at step 4270: 1.3005
Loss at step 4280: 1.3051
Loss at step 4290: 0.5537
Loss at step 4300: 1.0183
Loss at step 4310: 1.0127
Loss at step 4320: 1.1472
Loss at step 4330: 1.0009
Loss at step 4340: 1.3469
Loss at step 4350: 1.0635
Loss at step 4360: 1.0786
Loss at step 4370: 0.6817
Loss at step 4380: 0.4625
Loss at step 4390: 1.5993
Loss at step 4400: 1.1187
Loss at step 4410: 1.2499
Loss at step 4420: 0.9967
Loss at step 4430: 0.3427
Loss at step 4440: 2.1479
Loss at step 4450: 1.6529
Loss at step 4460: 0.9792
Loss at step 4470: 1.3349
Loss at step 4480: 0.5786
Loss at step 4490: 0.5379
Loss at step 4500: 1.3867
Loss at step 4510: 0.4214
Loss at step 4520: 0.8177
Loss at step 4530: 1.5035
Loss at step 4540: 0.8624
Loss at step 4550: 1.1918
Loss at step 4560: 1.1705
Loss at step 4570: 1.0440
Loss at step 4580: 0.7890
Loss at step 4590: 0.7698
Loss at step 4600: 2.1952
Loss at step 4610: 1.6148
Loss at step 4620: 1.3295
Loss at step 4630: 1.0044
Loss at step 4640: 1.6336
Loss at step 4650: 0.6137
Loss at step 4660: 1.1183
Loss at step 4670: 0.4558
Loss at step 4680: 0.4692
Loss at step 4690: 0.5180
Loss at step 4700: 0.7451
Loss at step 4710: 2.7185
Loss at step 4720: 0.8355
Loss at step 4730: 1.1946
Loss at step 4740: 2.7188
Loss at step 4750: 0.9911
Loss at step 4760: 1.6559
Loss at step 4770: 1.0818
Loss at step 4780: 1.0662
Loss at step 4790: 1.0895
Loss at step 4800: 1.0369
Loss at step 4810: 0.6982
Loss at step 4820: 0.3061
Loss at step 4830: 0.1363
Loss at step 4840: 0.5571
Loss at step 4850: 1.6446
Loss at step 4860: 1.3651
