Parameter 'function'=<function get_omission_datasets.<locals>.pair_func at 0x7b47391ad280> of the transform datasets.arrow_dataset.Dataset._map_single couldn't be hashed properly, a random hash was used instead. Make sure your transforms and parameters are serializable with pickle or dill for the dataset fingerprinting and caching to work. If you reuse this transform, the caching mechanism will consider it to be different from the previous calls and recompute everything. This warning is only showed once. Subsequent hashing failures won't be showed.
Sample 382554 of the training set: {'input_ids': [0, 44518, 39322, 35, 166, 33, 5, 27362, 98, 24, 18, 117, 936, 479, 2, 2, 36926, 13700, 31275, 802, 14, 5, 1901, 4972, 197, 28, 205, 13, 19888, 472, 7, 5, 6063, 797, 4, 50118, 44518, 39322, 2528, 14, 24, 115, 45, 28, 1365, 7, 304, 5, 20808, 2441, 8, 6741, 31275, 18, 2979, 4, 50118, 33347, 4827, 1507, 6, 5, 165, 1276, 7, 304, 1901, 4972, 5043, 8, 27913, 39322, 1507, 4, 2], 'attention_mask': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'labels': 1}.
***** Running training *****
  Num examples = 575970
  Num Epochs = 3
  Instantaneous batch size per device = 32
  Total train batch size (w. parallel, distributed & accumulation) = 32
  Gradient Accumulation steps = 1
Loss at step 1280: 0.3900
Loss at step 1290: 1.0186
Loss at step 1300: 0.3832
Loss at step 1310: 0.3782
Loss at step 1320: 0.4136
Loss at step 1330: 0.4257
Loss at step 1340: 0.7235
Loss at step 1350: 0.7343
Loss at step 1360: 0.2608
Loss at step 1370: 0.5075
Loss at step 1380: 0.3528
Loss at step 1390: 0.8822
Loss at step 1400: 0.6070
Loss at step 1410: 0.5591
Loss at step 1420: 1.0083
Loss at step 1430: 0.4042
Loss at step 1440: 0.6942
Loss at step 1450: 0.4784
Loss at step 1460: 0.3766
Loss at step 1470: 0.7868
Loss at step 1480: 0.5011
Loss at step 1490: 0.6584
Loss at step 1500: 0.2787
Loss at step 1510: 0.7889
Loss at step 1520: 0.4593
Loss at step 1530: 0.5903
Loss at step 1540: 0.7257
Loss at step 1550: 0.5052
Loss at step 1560: 0.7384
Loss at step 1570: 0.5671
Loss at step 1580: 0.5563
Loss at step 1590: 0.2322
Loss at step 1600: 0.5252
Loss at step 1610: 0.4753
Loss at step 1620: 0.7231
Loss at step 1630: 0.4011
Loss at step 1640: 0.6113
Loss at step 1650: 0.6366
Loss at step 1660: 0.5582
Loss at step 1670: 0.7830
Loss at step 1680: 0.3937
Loss at step 1690: 0.5611
Loss at step 1700: 0.5723
Loss at step 1710: 0.5209
Loss at step 1720: 0.5309
Loss at step 1730: 0.6176
Loss at step 1740: 0.3259
Loss at step 1750: 0.2878
Loss at step 1760: 0.6964
Loss at step 1770: 0.6118
Loss at step 1780: 0.8319
Loss at step 1790: 0.4884
Loss at step 1800: 0.5555
Loss at step 1810: 0.8322
Loss at step 1820: 0.5710
Loss at step 1830: 0.5802
Loss at step 1840: 0.5985
Loss at step 1850: 0.5142
Loss at step 1860: 0.5567
Loss at step 1870: 0.4003
Loss at step 1880: 0.5916
Loss at step 1890: 0.6777
Loss at step 1900: 0.7481
Loss at step 1910: 0.4474
Loss at step 1920: 0.5748
Loss at step 1930: 0.3513
Loss at step 1940: 0.3351
Loss at step 1950: 0.9828
Loss at step 1960: 0.4044
Loss at step 1970: 0.6373
Loss at step 1980: 0.4198
Loss at step 1990: 0.5269
Loss at step 2000: 0.3838
Loss at step 2010: 0.6686
Loss at step 2020: 0.8040
Loss at step 2030: 0.9665
Loss at step 2040: 0.4272
Loss at step 2050: 0.7164
Loss at step 2060: 0.5422
Loss at step 2070: 0.6313
Loss at step 2080: 0.5658
Loss at step 2090: 0.6627
Loss at step 2100: 0.8631
Loss at step 2110: 0.9057
Loss at step 2120: 0.7385
Loss at step 2130: 0.6426
Loss at step 2140: 0.6712
Loss at step 2150: 0.5640
Loss at step 2160: 0.3286
Loss at step 2170: 0.4960
Loss at step 2180: 0.7749
Loss at step 2190: 0.7019
Loss at step 2200: 0.4684
Loss at step 2210: 0.3036
Loss at step 2220: 0.7028
Loss at step 2230: 0.4213
Loss at step 2240: 0.6413
Loss at step 2250: 0.9114
Loss at step 2260: 0.3059
Loss at step 2270: 0.6756
Loss at step 2280: 0.5379
Loss at step 2290: 0.5902
Loss at step 2300: 0.5623
Loss at step 2310: 0.5865
Loss at step 2320: 0.6605
Loss at step 2330: 0.8511
Loss at step 2340: 0.7095
Loss at step 2350: 0.6789
Loss at step 2360: 0.6958
Loss at step 2370: 0.7742
Loss at step 2380: 0.6767
Loss at step 2390: 0.4024
Loss at step 2400: 0.5110
Loss at step 2410: 0.8181
Loss at step 2420: 0.6802
Loss at step 2430: 0.4772
Loss at step 2440: 0.7275
Loss at step 2450: 0.5373
Loss at step 2460: 0.6920
Loss at step 2470: 0.7541
Loss at step 2480: 1.0677
Loss at step 2490: 0.3207
Loss at step 2500: 0.6268
Loss at step 2510: 0.4823
Loss at step 2520: 0.5419
Loss at step 2530: 0.3650
Loss at step 2540: 0.4274
Loss at step 2550: 0.6411
Loss at step 2560: 0.3921
Loss at step 2570: 0.7452
Loss at step 2580: 0.5621
Loss at step 2590: 0.4873
Loss at step 2600: 0.3985
Loss at step 2610: 0.6949
Loss at step 2620: 0.6922
Loss at step 2630: 0.4767
Loss at step 2640: 0.3878
Loss at step 2650: 0.5510
Loss at step 2660: 0.6087
Loss at step 2670: 0.5168
Loss at step 2680: 0.6256
Loss at step 2690: 0.5031
Loss at step 2700: 0.3647
Loss at step 2710: 0.3348
Loss at step 2720: 0.5346
Loss at step 2730: 0.5117
Loss at step 2740: 0.6313
Loss at step 2750: 0.7454
Loss at step 2760: 0.5198
Loss at step 2770: 0.7852
Loss at step 2780: 0.7008
Loss at step 2790: 0.3983
Loss at step 2800: 0.7030
Loss at step 2810: 0.7098
Loss at step 2820: 0.3803
Loss at step 2830: 0.6044
Loss at step 2840: 0.8946
Loss at step 2850: 0.5898
Loss at step 2860: 0.5614
Loss at step 2870: 0.8444
Loss at step 2880: 0.6667
Loss at step 2890: 0.6289
Loss at step 2900: 0.6005
Loss at step 2910: 0.7343
Loss at step 2920: 0.3669
Loss at step 2930: 0.5123
Loss at step 2940: 0.3602
Loss at step 2950: 0.4598
Loss at step 2960: 0.4956
Loss at step 2970: 0.3399
Loss at step 2980: 0.6375
Loss at step 2990: 0.4466
Loss at step 3000: 0.4527
Loss at step 3010: 0.4724
Loss at step 3020: 0.7332
Loss at step 3030: 0.7475
Loss at step 3040: 0.8570
Loss at step 3050: 0.7626
Loss at step 3060: 0.5439
Loss at step 3070: 0.6887
Loss at step 3080: 0.6618
Loss at step 3090: 0.6609
Loss at step 3100: 0.4683
Loss at step 3110: 0.4091
Loss at step 3120: 0.6215
Loss at step 3130: 0.6313
Loss at step 3140: 0.6399
Loss at step 3150: 0.4611
Loss at step 3160: 0.7596
Loss at step 3170: 0.6543
Loss at step 3180: 0.5481
Loss at step 3190: 0.6190
Loss at step 3200: 0.5507
Loss at step 3210: 0.4773
Loss at step 3220: 0.4988
Loss at step 3230: 0.7332
Loss at step 3240: 0.5455
Loss at step 3250: 0.7200
Loss at step 3260: 0.5438
Loss at step 3270: 0.6479
Loss at step 3280: 0.8669
Loss at step 3290: 0.6947
Loss at step 3300: 0.6959
Loss at step 3310: 0.7666
Loss at step 3320: 0.6714
Loss at step 3330: 0.6599
Loss at step 3340: 0.4318
Loss at step 3350: 0.6254
Loss at step 3360: 0.7656
Loss at step 3370: 0.8789
Loss at step 3380: 0.5685
Loss at step 3390: 0.6414
Loss at step 3400: 0.5717
Loss at step 3410: 0.6049
Loss at step 3420: 0.6931
Loss at step 3430: 0.6706
Loss at step 3440: 0.6282
Loss at step 3450: 0.7472
Loss at step 3460: 0.6337
Loss at step 3470: 0.8963
Loss at step 3480: 0.4631
Loss at step 3490: 0.9422
Loss at step 3500: 0.5850
Loss at step 3510: 0.7481
Loss at step 3520: 0.4708
Loss at step 3530: 0.6929
Loss at step 3540: 0.6245
Loss at step 3550: 0.5147
Loss at step 3560: 0.9434
Loss at step 3570: 0.8029
Loss at step 3580: 0.4585
Loss at step 3590: 0.6854
Loss at step 3600: 0.8822
Loss at step 3610: 0.4522
Loss at step 3620: 0.8988
Loss at step 3630: 0.6943
Loss at step 3640: 0.6430
Loss at step 3650: 0.9580
Loss at step 3660: 0.6221
Loss at step 3670: 0.6458
Loss at step 3680: 0.7928
Loss at step 3690: 0.6565
Loss at step 3700: 0.5711
Loss at step 3710: 0.8724
Loss at step 3720: 0.9105
Loss at step 3730: 0.8333
Loss at step 3740: 0.7879
Loss at step 3750: 0.4872
Loss at step 3760: 0.5959
Loss at step 3770: 0.5712
Loss at step 3780: 0.7482
Loss at step 3790: 0.8197
Loss at step 3800: 0.7834
Loss at step 3810: 0.5565
Loss at step 3820: 0.6626
Loss at step 3830: 0.7955
Loss at step 3840: 0.6212
Loss at step 3850: 0.6036
Loss at step 3860: 0.4222
Loss at step 3870: 0.7332
Loss at step 3880: 0.5165
Loss at step 3890: 0.7501
Loss at step 3900: 0.8143
Loss at step 3910: 0.8868
Loss at step 3920: 0.7825
Loss at step 3930: 0.4226
Loss at step 3940: 0.6052
Loss at step 3950: 0.6448
Loss at step 3960: 0.8196
Loss at step 3970: 0.5327
Loss at step 3980: 0.8814
Loss at step 3990: 0.5630
Loss at step 4000: 0.7661
Loss at step 4010: 0.5457
Loss at step 4020: 0.3148
Loss at step 4030: 0.5587
Loss at step 4040: 0.5514
Loss at step 4050: 0.5453
Loss at step 4060: 0.6330
Loss at step 4070: 0.5294
Loss at step 4080: 0.4214
Loss at step 4090: 0.3996
Loss at step 4100: 0.6337
Loss at step 4110: 0.3669
Loss at step 4120: 0.6248
Loss at step 4130: 0.8586
Loss at step 4140: 0.8345
Loss at step 4150: 0.8991
Loss at step 4160: 0.4558
Loss at step 4170: 0.6432
Loss at step 4180: 0.2739
Loss at step 4190: 0.5482
Loss at step 4200: 0.6741
Loss at step 4210: 0.7780
Loss at step 4220: 0.3260
Loss at step 4230: 0.4251
Loss at step 4240: 0.2007
Loss at step 4250: 0.6967
Loss at step 4260: 0.6944
Loss at step 4270: 0.3929
Loss at step 4280: 0.5249
Loss at step 4290: 0.5292
Loss at step 4300: 0.5744
Loss at step 4310: 0.6831
Loss at step 4320: 0.5955
Loss at step 4330: 0.6349
Loss at step 4340: 0.6890
Loss at step 4350: 0.5861
Loss at step 4360: 0.5087
Loss at step 4370: 0.5660
Loss at step 4380: 0.5155
Loss at step 4390: 0.8893
Loss at step 4400: 0.3146
Loss at step 4410: 0.6499
Loss at step 4420: 0.6199
Loss at step 4430: 0.6335
Loss at step 4440: 0.5769
Loss at step 4450: 0.6144
Loss at step 4460: 0.3611
Loss at step 4470: 0.4141
Loss at step 4480: 0.3867
Loss at step 4490: 0.6244
Loss at step 4500: 0.4457
Loss at step 4510: 0.4191
Loss at step 4520: 0.3771
Loss at step 4530: 0.7919
Loss at step 4540: 0.5020
Loss at step 4550: 0.6496
Loss at step 4560: 0.4251
Loss at step 4570: 0.7987
Loss at step 4580: 0.8743
Loss at step 4590: 0.6749
Loss at step 4600: 0.5705
Loss at step 4610: 0.6045
Loss at step 4620: 0.9904
Loss at step 4630: 0.7762
Loss at step 4640: 0.5156
Loss at step 4650: 0.4837
Loss at step 4660: 0.3898
Loss at step 4670: 0.7033
Loss at step 4680: 0.5011
Loss at step 4690: 0.3267
Loss at step 4700: 0.6787
Loss at step 4710: 0.4875
Loss at step 4720: 0.5360
Loss at step 4730: 0.5237
Loss at step 4740: 0.7275
Loss at step 4750: 0.4802
Loss at step 4760: 0.6045
Loss at step 4770: 0.5657
Loss at step 4780: 0.4223
Loss at step 4790: 0.7328
Loss at step 4800: 0.4384
Loss at step 4810: 0.7773
Loss at step 4820: 0.6657
Loss at step 4830: 0.6198
Loss at step 4840: 0.7586
Loss at step 4850: 0.6054
Loss at step 4860: 0.6028
Loss at step 4870: 0.5973
Loss at step 4880: 0.3511
Loss at step 4890: 0.5249
Loss at step 4900: 0.6291
Loss at step 4910: 0.3921
Loss at step 4920: 0.4729
Loss at step 4930: 0.7298
Loss at step 4940: 0.6120
Loss at step 4950: 0.4853
Loss at step 4960: 0.5033
Loss at step 4970: 0.4976
Loss at step 4980: 0.2213
Loss at step 4990: 0.6005
Loss at step 5000: 0.4154
Loss at step 5010: 0.6720
Loss at step 5020: 0.4933
Loss at step 5030: 0.5620
Loss at step 5040: 0.4256
Loss at step 5050: 0.6026
Loss at step 5060: 0.7729
Loss at step 5070: 0.4059
Loss at step 5080: 0.5421
Loss at step 5090: 0.7131
Loss at step 5100: 0.7474
Loss at step 5110: 0.6912
Loss at step 5120: 0.4958
Loss at step 5130: 0.7118
Loss at step 5140: 0.5459
Loss at step 5150: 0.4499
Loss at step 5160: 0.4305
Loss at step 5170: 0.8361
Loss at step 5180: 0.7132
Loss at step 5190: 0.6452
Loss at step 5200: 0.5802
Loss at step 5210: 0.4118
Loss at step 5220: 0.7062
Loss at step 5230: 0.4185
Loss at step 5240: 0.6873
Loss at step 5250: 0.4357
Loss at step 5260: 0.6533
Loss at step 5270: 0.6009
Loss at step 5280: 0.5054
Loss at step 5290: 0.5549
Loss at step 5300: 0.5969
Loss at step 5310: 0.4486
Loss at step 5320: 0.6254
Loss at step 5330: 0.5225
Loss at step 5340: 0.4892
Loss at step 5350: 0.5137
Loss at step 5360: 0.5821
Loss at step 5370: 0.7075
Loss at step 5380: 0.3844
Loss at step 5390: 0.7180
Loss at step 5400: 0.4897
Loss at step 5410: 0.4608
Loss at step 5420: 0.5614
Loss at step 5430: 0.7778
Loss at step 5440: 0.5095
Loss at step 5450: 0.4696
Loss at step 5460: 0.3097
Loss at step 5470: 0.5088
Loss at step 5480: 0.7378
Loss at step 5490: 0.5738
Loss at step 5500: 0.8647
Loss at step 5510: 0.5037
Loss at step 5520: 0.4894
Loss at step 5530: 0.3853
Loss at step 5540: 0.5763
Loss at step 5550: 0.3967
Loss at step 5560: 0.5949
Loss at step 5570: 0.4230
Loss at step 5580: 0.5594
Loss at step 5590: 0.6876
Loss at step 5600: 0.4288
Loss at step 5610: 0.7094
Loss at step 5620: 0.8068
Loss at step 5630: 0.4338
Loss at step 5640: 0.5639
Loss at step 5650: 0.4422
Loss at step 5660: 0.3145
Loss at step 5670: 0.5401
Loss at step 5680: 0.4768
Loss at step 5690: 0.5344
Loss at step 5700: 0.6701
Loss at step 5710: 0.7860
Loss at step 5720: 0.8841
Loss at step 5730: 0.5556
Loss at step 5740: 0.7015
Loss at step 5750: 0.5864
Loss at step 5760: 0.8166
Loss at step 5770: 0.6643
Loss at step 5780: 0.4608
Loss at step 5790: 0.6813
Loss at step 5800: 0.5634
Loss at step 5810: 0.4487
Loss at step 5820: 0.8278
Loss at step 5830: 0.4904
Loss at step 5840: 0.6145
Loss at step 5850: 0.7661
Loss at step 5860: 0.6091
Loss at step 5870: 0.5661
Loss at step 5880: 0.6644
Loss at step 5890: 0.7334
Loss at step 5900: 0.6184
Loss at step 5910: 0.5601
Loss at step 5920: 0.4950
Loss at step 5930: 0.7032
Loss at step 5940: 0.7615
Loss at step 5950: 0.7783
Loss at step 5960: 0.7319
Loss at step 5970: 0.6298
Loss at step 5980: 0.6252
Loss at step 5990: 0.4562
Loss at step 6000: 0.7688
Loss at step 6010: 0.3427
Loss at step 6020: 0.5421
Loss at step 6030: 0.7029
Loss at step 6040: 0.4208
Loss at step 6050: 0.5497
Loss at step 6060: 0.6264
Loss at step 6070: 0.5367
Loss at step 6080: 0.7492
Loss at step 6090: 0.4797
Loss at step 6100: 0.6004
Loss at step 6110: 0.4733
Loss at step 6120: 0.5798
Loss at step 6130: 0.4790
Loss at step 6140: 0.6577
Loss at step 6150: 0.9060
Loss at step 6160: 0.6782
Loss at step 6170: 0.6115
Loss at step 6180: 0.7445
Loss at step 6190: 0.7468
Loss at step 6200: 0.4178
Loss at step 6210: 0.7696
Loss at step 6220: 0.8667
Loss at step 6230: 0.7370
Loss at step 6240: 0.8744
Loss at step 6250: 0.6136
Loss at step 6260: 0.6049
Loss at step 6270: 1.0777
Loss at step 6280: 0.9884
Loss at step 6290: 0.8091
Loss at step 6300: 0.7534
Loss at step 6310: 0.8171
Loss at step 6320: 0.9682
Loss at step 6330: 0.7747
Loss at step 6340: 0.6722
Loss at step 6350: 0.6185
Loss at step 6360: 0.5890
Loss at step 6370: 0.8111
Loss at step 6380: 0.3965
Loss at step 6390: 0.6729
Loss at step 6400: 0.3376
Loss at step 6410: 0.6798
Loss at step 6420: 0.6762
Loss at step 6430: 0.5831
Loss at step 6440: 0.6578
Loss at step 6450: 0.6246
Loss at step 6460: 0.8898
Loss at step 6470: 0.5420
Loss at step 6480: 0.7408
Loss at step 6490: 0.5374
Loss at step 6500: 0.6305
Loss at step 6510: 0.6167
Loss at step 6520: 0.9181
Loss at step 6530: 0.3445
Loss at step 6540: 0.4562
Loss at step 6550: 0.4838
Loss at step 6560: 0.6330
Loss at step 6570: 0.5421
Loss at step 6580: 0.6277
Loss at step 6590: 0.6982
Loss at step 6600: 0.6383
Loss at step 6610: 0.8172
Loss at step 6620: 0.4036
Loss at step 6630: 0.6742
Loss at step 6640: 0.5987
Loss at step 6650: 0.7249
Loss at step 6660: 0.7540
Loss at step 6670: 0.6661
Loss at step 6680: 0.6581
Loss at step 6690: 0.7143
Loss at step 6700: 0.5624
Loss at step 6710: 0.8399
Loss at step 6720: 0.7936
Loss at step 6730: 0.6715
Loss at step 6740: 0.5432
Loss at step 6750: 0.4791
Loss at step 6760: 0.4211
Loss at step 6770: 0.6791
Loss at step 6780: 0.4888
Loss at step 6790: 0.4637
Loss at step 6800: 0.5398
Loss at step 6810: 0.6839
Loss at step 6820: 0.4951
Loss at step 6830: 0.4594
Loss at step 6840: 0.6126
Loss at step 6850: 0.4854
Loss at step 6860: 0.6016
Loss at step 6870: 0.5565
Loss at step 6880: 0.4853
Loss at step 6890: 0.6786
Loss at step 6900: 0.7912
Loss at step 6910: 0.7147
Loss at step 6920: 0.7084
Loss at step 6930: 0.7405
Loss at step 6940: 0.8051
Loss at step 6950: 0.8190
Loss at step 6960: 0.8110
Loss at step 6970: 0.5752
Loss at step 6980: 0.8229
Loss at step 6990: 0.8248
Loss at step 7000: 0.4954
Loss at step 7010: 0.4284
Loss at step 7020: 0.7876
Loss at step 7030: 0.6058
Loss at step 7040: 0.5954
Loss at step 7050: 0.6263
Loss at step 7060: 0.8657
Loss at step 7070: 0.6261
Loss at step 7080: 0.4320
Loss at step 7090: 0.6450
Loss at step 7100: 0.8981
Loss at step 7110: 0.5145
Loss at step 7120: 0.7005
Loss at step 7130: 0.6016
Loss at step 7140: 0.5531
Loss at step 7150: 0.4803
Loss at step 7160: 0.7256
Loss at step 7170: 0.4228
Loss at step 7180: 0.6673
Loss at step 7190: 0.5352
Loss at step 7200: 0.4381
Loss at step 7210: 0.4141
Loss at step 7220: 0.4658
Loss at step 7230: 0.9190
Loss at step 7240: 0.8037
Loss at step 7250: 0.7069
Loss at step 7260: 0.3529
Loss at step 7270: 0.5546
Loss at step 7280: 0.8412
Loss at step 7290: 0.6473
Loss at step 7300: 0.9218
Loss at step 7310: 0.6360
Loss at step 7320: 0.7155
Loss at step 7330: 0.5972
Loss at step 7340: 0.6441
Loss at step 7350: 0.8963
Loss at step 7360: 0.5663
Loss at step 7370: 0.5317
Loss at step 7380: 0.7079
Loss at step 7390: 0.4842
Loss at step 7400: 1.1074
Loss at step 7410: 0.9075
Loss at step 7420: 0.8121
Loss at step 7430: 0.5622
Loss at step 7440: 0.6324
Loss at step 7450: 0.7401
Loss at step 7460: 0.7465
Loss at step 7470: 0.4655
Loss at step 7480: 0.6346
Loss at step 7490: 0.6127
Loss at step 7500: 0.8023
Loss at step 7510: 0.6221
Loss at step 7520: 0.5712
Loss at step 7530: 0.4502
Loss at step 7540: 0.7200
Loss at step 7550: 0.7179
Loss at step 7560: 0.6109
Loss at step 7570: 0.7400
Loss at step 7580: 0.6277
Loss at step 7590: 0.5537
Loss at step 7600: 0.7298
Loss at step 7610: 0.4951
Loss at step 7620: 0.6161
Loss at step 7630: 0.6086
Loss at step 7640: 0.5525
Loss at step 7650: 0.4865
Loss at step 7660: 0.4795
Loss at step 7670: 0.5468
Loss at step 7680: 0.6894
Loss at step 7690: 0.3717
Loss at step 7700: 0.4125
Loss at step 7710: 0.5427
Loss at step 7720: 0.5360
Loss at step 7730: 0.4137
Loss at step 7740: 0.6827
Loss at step 7750: 0.6557
Loss at step 7760: 0.5958
Loss at step 7770: 0.5642
Loss at step 7780: 0.6925
Loss at step 7790: 0.5320
Loss at step 7800: 0.7345
Loss at step 7810: 0.6616
Loss at step 7820: 0.3866
Loss at step 7830: 0.7921
Loss at step 7840: 0.8169
Loss at step 7850: 0.8498
Loss at step 7860: 0.8605
Loss at step 7870: 0.6177
Loss at step 7880: 0.5773
Loss at step 7890: 0.6041
Loss at step 7900: 0.7254
Loss at step 7910: 0.8216
Loss at step 7920: 0.6838
Loss at step 7930: 0.6334
Loss at step 7940: 0.6657
Loss at step 7950: 0.7936
Loss at step 7960: 0.4716
Loss at step 7970: 0.6186
Loss at step 7980: 0.6852
Loss at step 7990: 0.6161
Loss at step 8000: 0.6782
Loss at step 8010: 0.7883
Loss at step 8020: 0.3046
Loss at step 8030: 0.8005
Loss at step 8040: 0.7400
Loss at step 8050: 0.6133
Loss at step 8060: 0.4864
Loss at step 8070: 0.5354
Loss at step 8080: 0.4640
Loss at step 8090: 0.7472
Loss at step 8100: 0.5555
Loss at step 8110: 0.6174
Loss at step 8120: 0.7436
Loss at step 8130: 0.4907
Loss at step 8140: 0.5526
Loss at step 8150: 0.7314
Loss at step 8160: 0.6253
Loss at step 8170: 0.6280
Loss at step 8180: 0.6264
Loss at step 8190: 0.7482
Loss at step 8200: 0.7069
Loss at step 8210: 0.5993
Loss at step 8220: 0.5996
Loss at step 8230: 0.8554
Loss at step 8240: 0.5908
Loss at step 8250: 0.7132
Loss at step 8260: 0.7058
Loss at step 8270: 0.5207
Loss at step 8280: 0.4684
Loss at step 8290: 0.6104
Loss at step 8300: 0.4562
Loss at step 8310: 0.5727
Loss at step 8320: 0.8757
Loss at step 8330: 0.8285
